region,rank_in_region,pattern,upazila,area_ha,pct_upazila_nca,pct_of_pattern_in_region,source,adm3_name,district,lat,lon
Rangpur,2,Maize-Fallow-T. Aman,Pirganj,2900.0,9.15,7.71,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Pirganj,Rangpur,25.4237,89.2743
Rangpur,2,Maize-Fallow-T. Aman,Mithapukur,3600.0,8.2,9.57,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Mitha Pukur,Rangpur,25.5713,89.2612
Rangpur,2,Maize-Fallow-T. Aman,Jaldhaka,1350.0,5.83,3.59,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Jaldhaka,Nilphamari,26.0296,88.9933
Rangpur,2,Maize-Fallow-T. Aman,Gobindaganj,1200.0,3.55,3.19,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Gobindaganj,Gaibandha,25.1572,89.3691
Rangpur,2,Maize-Fallow-T. Aman,Nilphamari sadar,1000.0,3.32,2.66,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Nilphamari Sadar,Nilphamari,25.9417,88.8548
Rangpur,2,Maize-Fallow-T. Aman,Badarganj,750.0,3.5,1.99,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Badarganj,Rangpur,25.6659,89.0564
Rangpur,2,Maize-Fallow-T. Aman,Lalmonirhat sadar,600.0,3.19,1.59,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Lalmonirhat Sadar,Lalmonirhat,25.8747,89.4527
Rangpur,2,Maize-Fallow-T. Aman,Palasbari,400.0,2.91,1.06,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Palashbari,Gaibandha,25.2636,89.3967
Rangpur,2,Maize-Fallow-T. Aman,Domar,370.0,1.87,0.98,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Domar,Nilphamari,26.1586,88.8252
Rangpur,2,Maize-Fallow-T. Aman,Pirgachha,300.0,1.56,0.8,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Pirgachha,Rangpur,25.6652,89.42
Rangpur,2,Maize-Fallow-T. Aman,Nageswari,200.0,0.72,0.53,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Nageshwari,Kurigram,25.9585,89.7401
Rangpur,2,Maize-Fallow-T. Aman,Rajarhat,200.0,1.49,0.53,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Rajarhat,Kurigram,25.7861,89.5424
Rangpur,2,Maize-Fallow-T. Aman,Kaunia,200.0,1.69,0.53,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Kaunia,Rangpur,25.7639,89.395
Rangpur,2,Maize-Fallow-T. Aman,Sundarganj,150.0,0.49,0.4,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Sundarganj,Gaibandha,25.51,89.564
Rangpur,2,Maize-Fallow-T. Aman,Ulipur,150.0,0.62,0.4,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Ulipur,Kurigram,25.6891,89.6689
Rangpur,2,Maize-Fallow-T. Aman,Kurigram sadar,100.0,0.54,0.27,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Kurigram Sadar,Kurigram,25.826,89.6907
Rangpur,2,Maize-Fallow-T. Aman,Saaidpur,90.0,1.01,0.24,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Saidpur,Nilphamari,25.8028,88.9221
Rangpur,2,Maize-Fallow-T. Aman,Sadullapur,60.0,0.36,0.16,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Sadullapur,Gaibandha,25.3948,89.4264
Rangpur,2,Maize-Fallow-T. Aman,Kishoreganj,50.0,0.34,0.13,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Kishoreganj,Nilphamari,25.8961,89.0328
Rangpur,3,Potato-Boro-T. Aman,Mithapukur,6300.0,14.35,17.52,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Mitha Pukur,Rangpur,25.5713,89.2612
Rangpur,3,Potato-Boro-T. Aman,Gobindaganj,4700.0,13.91,13.07,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Gobindaganj,Gaibandha,25.1572,89.3691
Rangpur,3,Potato-Boro-T. Aman,Nilphamari sadar,4000.0,13.29,11.12,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Nilphamari Sadar,Nilphamari,25.9417,88.8548
Rangpur,3,Potato-Boro-T. Aman,Pirganj,3000.0,15.63,8.34,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Pirganj,Rangpur,25.4237,89.2743
Rangpur,3,Potato-Boro-T. Aman,Kishoreganj,2100.0,14.38,5.84,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Kishoreganj,Nilphamari,25.8961,89.0328
Rangpur,3,Potato-Boro-T. Aman,Kaunia,1700.0,14.41,4.73,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Kaunia,Rangpur,25.7639,89.395
Rangpur,3,Potato-Boro-T. Aman,Badarganj,1500.0,7.01,4.17,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Badarganj,Rangpur,25.6659,89.0564
Rangpur,3,Potato-Boro-T. Aman,Gangachara,1500.0,7.25,4.17,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Gangachara,Rangpur,25.8742,89.1933
Rangpur,3,Potato-Boro-T. Aman,Pirgachha,1200.0,3.79,3.34,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Pirgachha,Rangpur,25.6652,89.42
Rangpur,3,Potato-Boro-T. Aman,Jaldhaka,1170.0,5.05,3.25,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Jaldhaka,Nilphamari,26.0296,88.9933
Rangpur,3,Potato-Boro-T. Aman,Sundarganj,1100.0,3.58,3.06,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Sundarganj,Gaibandha,25.51,89.564
Rangpur,3,Potato-Boro-T. Aman,Sadullapur,1000.0,6.02,2.78,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Sadullapur,Gaibandha,25.3948,89.4264
Rangpur,3,Potato-Boro-T. Aman,Dimla,1000.0,4.39,2.78,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Dimla,Nilphamari,26.1721,88.9725
Rangpur,3,Potato-Boro-T. Aman,Domar,1000.0,5.06,2.78,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Domar,Nilphamari,26.1586,88.8252
Rangpur,3,Potato-Boro-T. Aman,Saidpur,800.0,8.99,2.22,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Saidpur,Nilphamari,25.8028,88.9221
Rangpur,3,Potato-Boro-T. Aman,Palasbari,800.0,5.82,2.22,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Palashbari,Gaibandha,25.2636,89.3967
Rangpur,3,Potato-Boro-T. Aman,Kurigram sadar,780.0,4.19,2.17,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Kurigram Sadar,Kurigram,25.826,89.6907
Rangpur,3,Potato-Boro-T. Aman,Rajarhat,700.0,5.22,1.95,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Rajarhat,Kurigram,25.7861,89.5424
Rangpur,3,Potato-Boro-T. Aman,Lalmonirhat sadar,550.0,2.93,1.53,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Lalmonirhat Sadar,Lalmonirhat,25.8747,89.4527
Rangpur,3,Potato-Boro-T. Aman,Phulbari,500.0,4.07,1.39,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Phulbari,Kurigram,25.9481,89.5713
Rangpur,3,Potato-Boro-T. Aman,Saghata,400.0,2.38,1.11,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Saghatta,Gaibandha,25.1234,89.5638
Rangpur,3,Potato-Boro-T. Aman,Patgram,160.0,0.77,0.44,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Patgram,Lalmonirhat,26.347,89.0256
Rangpur,4,Boro-Fallow-Fallow,Pirgachha,4900.0,15.46,17.3,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Pirgachha,Rangpur,25.6652,89.42
Rangpur,4,Boro-Fallow-Fallow,Nageswari,4000.0,14.44,14.12,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Nageshwari,Kurigram,25.9585,89.7401
Rangpur,4,Boro-Fallow-Fallow,Gaibandha,2400.0,12.31,8.47,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Gaibandha Sadar,Gaibandha,25.3497,89.5667
Rangpur,4,Boro-Fallow-Fallow,Chilmari,1700.0,14.29,6.0,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Chilmari,Kurigram,25.5663,89.7184
Rangpur,4,Boro-Fallow-Fallow,Gobindaganj,1600.0,4.73,5.65,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Gobindaganj,Gaibandha,25.1572,89.3691
Rangpur,4,Boro-Fallow-Fallow,Mithapukur,1500.0,3.42,5.3,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Mitha Pukur,Rangpur,25.5713,89.2612
Rangpur,4,Boro-Fallow-Fallow,Razibpur,1450.0,17.06,5.12,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Kazipur,Sirajganj,24.6702,89.6872
Rangpur,4,Boro-Fallow-Fallow,Bhurungamari,1200.0,6.98,4.24,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Bhurungamari,Kurigram,26.1161,89.6935
Rangpur,4,Boro-Fallow-Fallow,Nilphamari sadar,1200.0,3.99,4.24,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Nilphamari Sadar,Nilphamari,25.9417,88.8548
Rangpur,4,Boro-Fallow-Fallow,Fulchhari,1100.0,6.83,3.88,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Fulchhari,Gaibandha,25.2543,89.6539
Rangpur,4,Boro-Fallow-Fallow,Saghata,1000.0,5.95,3.53,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Saghatta,Gaibandha,25.1234,89.5638
Rangpur,4,Boro-Fallow-Fallow,Aditmari,1000.0,6.31,3.53,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Aditmari,Lalmonirhat,25.9421,89.3687
Rangpur,4,Boro-Fallow-Fallow,Ulipur,750.0,3.1,2.65,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Ulipur,Kurigram,25.6891,89.6689
Rangpur,4,Boro-Fallow-Fallow,Kurigram sadar,750.0,4.03,2.65,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Kurigram Sadar,Kurigram,25.826,89.6907
Rangpur,4,Boro-Fallow-Fallow,Rajarhat,700.0,5.22,2.47,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Rajarhat,Kurigram,25.7861,89.5424
Rangpur,4,Boro-Fallow-Fallow,Kaunia,600.0,5.08,2.12,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Kaunia,Rangpur,25.7639,89.395
Rangpur,4,Boro-Fallow-Fallow,Sundarganj,600.0,1.95,2.12,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Sundarganj,Gaibandha,25.51,89.564
Rangpur,4,Boro-Fallow-Fallow,Lalmonirhat,500.0,2.66,1.77,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Lalmonirhat Sadar,Lalmonirhat,25.8747,89.4527
Rangpur,4,Boro-Fallow-Fallow,Kaliganj,250.0,1.3,0.88,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Kaliganj,Gazipur,23.9642,90.5549
Rangpur,4,Boro-Fallow-Fallow,Badarganj,200.0,0.93,0.71,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Badarganj,Rangpur,25.6659,89.0564
Rangpur,4,Boro-Fallow-Fallow,Kishoreganj,200.0,1.37,0.71,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Kishoreganj,Nilphamari,25.8961,89.0328
Rangpur,4,Boro-Fallow-Fallow,Patgram,200.0,0.96,0.71,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Patgram,Lalmonirhat,26.347,89.0256
Rangpur,4,Boro-Fallow-Fallow,Hatibandha,150.0,0.66,0.53,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Hatibandha,Lalmonirhat,26.1215,89.1409
Rangpur,4,Boro-Fallow-Fallow,Rangpur sadar,120.0,1.05,0.42,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Rangpur Sadar,Rangpur,25.7459,89.2124
Rangpur,4,Boro-Fallow-Fallow,Gangachara,100.0,0.48,0.35,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Gangachara,Rangpur,25.8742,89.1933
Rangpur,4,Boro-Fallow-Fallow,Taraganj,50.0,0.46,0.18,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Taraganj,Rangpur,25.7806,89.0334
Rangpur,4,Boro-Fallow-Fallow,Dimla,50.0,0.22,0.18,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Dimla,Nilphamari,26.1721,88.9725
Rangpur,4,Boro-Fallow-Fallow,Phulbari,50.0,0.41,0.18,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Phulbari,Kurigram,25.9481,89.5713
Rangpur,5,Mustard-Boro-T. Aman,Gobindaganj,3600.0,10.65,15.76,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Gobindaganj,Gaibandha,25.1572,89.3691
Rangpur,5,Mustard-Boro-T. Aman,Rowmari,2500.0,18.12,10.95,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",,,,
Rangpur,5,Mustard-Boro-T. Aman,Badarganj,2000.0,9.35,8.76,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Badarganj,Rangpur,25.6659,89.0564
Rangpur,5,Mustard-Boro-T. Aman,Kurigram sadar,1500.0,8.06,6.57,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Kurigram Sadar,Kurigram,25.826,89.6907
Rangpur,5,Mustard-Boro-T. Aman,Nageswari,1500.0,5.42,6.57,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Nageshwari,Kurigram,25.9585,89.7401
Rangpur,5,Mustard-Boro-T. Aman,Nilphamari sadar,1500.0,4.98,6.57,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Nilphamari Sadar,Nilphamari,25.9417,88.8548
Rangpur,5,Mustard-Boro-T. Aman,Ulipr,1200.0,4.96,5.25,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Ulipur,Kurigram,25.6891,89.6689
Rangpur,5,Mustard-Boro-T. Aman,Fulchhari,1100.0,6.83,4.82,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Fulchhari,Gaibandha,25.2543,89.6539
Rangpur,5,Mustard-Boro-T. Aman,Sadullapur,700.0,4.22,3.06,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Sadullapur,Gaibandha,25.3948,89.4264
Rangpur,5,Mustard-Boro-T. Aman,Phulbari,700.0,5.69,3.06,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Phulbari,Kurigram,25.9481,89.5713
Rangpur,5,Mustard-Boro-T. Aman,Saghata,500.0,2.98,2.19,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Saghatta,Gaibandha,25.1234,89.5638
Rangpur,5,Mustard-Boro-T. Aman,Bhurungamari,500.0,2.91,2.19,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Bhurungamari,Kurigram,26.1161,89.6935
Rangpur,5,Mustard-Boro-T. Aman,Mithapukur,500.0,1.14,2.19,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Mitha Pukur,Rangpur,25.5713,89.2612
Rangpur,5,Mustard-Boro-T. Aman,Sundarganj,450.0,1.47,1.97,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Sundarganj,Gaibandha,25.51,89.564
Rangpur,5,Mustard-Boro-T. Aman,Hatibandha,450.0,1.97,1.97,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Hatibandha,Lalmonirhat,26.1215,89.1409
Rangpur,5,Mustard-Boro-T. Aman,Jaldhaka,450.0,1.94,1.97,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Jaldhaka,Nilphamari,26.0296,88.9933
Rangpur,5,Mustard-Boro-T. Aman,Pirgachha,400.0,2.08,1.75,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Pirgachha,Rangpur,25.6652,89.42
Rangpur,5,Mustard-Boro-T. Aman,Pirganj,350.0,1.1,1.53,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Pirganj,Rangpur,25.4237,89.2743
Rangpur,5,Mustard-Boro-T. Aman,Kaliganj,340.0,1.76,1.49,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Kaliganj,Gazipur,23.9642,90.5549
Rangpur,5,Mustard-Boro-T. Aman,Palasbari,300.0,2.18,1.31,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Palashbari,Gaibandha,25.2636,89.3967
Rangpur,5,Mustard-Boro-T. Aman,Lalmonirhat sadar,300.0,1.6,1.31,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Lalmonirhat Sadar,Lalmonirhat,25.8747,89.4527
Rangpur,5,Mustard-Boro-T. Aman,Patgram,300.0,1.44,1.31,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Patgram,Lalmonirhat,26.347,89.0256
Rangpur,5,Mustard-Boro-T. Aman,Dimla,300.0,1.32,1.31,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Dimla,Nilphamari,26.1721,88.9725
Rangpur,5,Mustard-Boro-T. Aman,Kishoreganj,300.0,2.05,1.31,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Kishoreganj,Nilphamari,25.8961,89.0328
Rangpur,5,Mustard-Boro-T. Aman,Kaunia,300.0,2.54,1.31,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Kaunia,Rangpur,25.7639,89.395
Rangpur,5,Mustard-Boro-T. Aman,Domar,200.0,1.01,0.88,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Domar,Nilphamari,26.1586,88.8252
Rangpur,5,Mustard-Boro-T. Aman,Rangpur sadar,200.0,1.75,0.88,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Rangpur Sadar,Rangpur,25.7459,89.2124
Rangpur,5,Mustard-Boro-T. Aman,Taraganj,200.0,1.85,0.88,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Taraganj,Rangpur,25.7806,89.0334
Rangpur,5,Mustard-Boro-T. Aman,Rajarhat,100.0,0.75,0.44,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Rajarhat,Kurigram,25.7861,89.5424
Rangpur,5,Mustard-Boro-T. Aman,Saidpur,100.0,1.12,0.44,"Bangladesh Rice Journal 21(2) 2017, 'Crop Diversification in Rangpur Region', doi:10.3329/brj.v21i2.38210",Saidpur,Nilphamari,25.8028,88.9221
Sylhet,1,Boro-Fallow-Fallow,Dharampasha,29500.0,83.1,9.68,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and Land Use in Sylhet Region', doi:10.3329/brj.v21i2.38211",Dharampasha,Sunamganj,25.0107,91.0407
Sylhet,1,Boro-Fallow-Fallow,Derai,27100.0,87.99,8.89,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and Land Use in Sylhet Region', doi:10.3329/brj.v21i2.38211",Derai,Sunamganj,24.7875,91.336
Sylhet,1,Boro-Fallow-Fallow,Jamalganj,21000.0,81.68,6.89,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and Land Use in Sylhet Region', doi:10.3329/brj.v21i2.38211",Jamalganj,Sunamganj,24.9542,91.203
Sylhet,1,Boro-Fallow-Fallow,Sunamganj South,19900.0,85.74,6.53,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and Land Use in Sylhet Region', doi:10.3329/brj.v21i2.38211",,,,
Sylhet,1,Boro-Fallow-Fallow,Baniachang,19200.0,51.2,6.3,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and Land Use in Sylhet Region', doi:10.3329/brj.v21i2.38211",Baniachong,Habiganj,24.4947,91.3654
Sylhet,1,Boro-Fallow-Fallow,Jagannathpur,18600.0,67.56,6.1,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and Land Use in Sylhet Region', doi:10.3329/brj.v21i2.38211",Jagannathpur,Sunamganj,24.7469,91.5558
Sylhet,1,Boro-Fallow-Fallow,Sulla,16200.0,69.53,5.31,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and Land Use in Sylhet Region', doi:10.3329/brj.v21i2.38211",Sulla,Sunamganj,24.6864,91.2569
Sylhet,1,Boro-Fallow-Fallow,Tahirpur,14000.0,61.08,4.59,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and Land Use in Sylhet Region', doi:10.3329/brj.v21i2.38211",Tahirpur,Sunamganj,25.1281,91.1633
Sylhet,1,Boro-Fallow-Fallow,Nabiganj,11000.0,43.98,3.61,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and Land Use in Sylhet Region', doi:10.3329/brj.v21i2.38211",Nabiganj,Habiganj,24.5696,91.5444
Sylhet,1,Boro-Fallow-Fallow,Chhatak,10000.0,50.23,3.28,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and Land Use in Sylhet Region', doi:10.3329/brj.v21i2.38211",Chhatak,Sunamganj,24.9439,91.6155
Sylhet,1,Boro-Fallow-Fallow,Ajmiriganj,9100.0,58.71,2.99,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and Land Use in Sylhet Region', doi:10.3329/brj.v21i2.38211",Ajmiriganj,Habiganj,24.5533,91.2843
Sylhet,1,Boro-Fallow-Fallow,Dowarabazar,8800.0,38.99,2.89,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and Land Use in Sylhet Region', doi:10.3329/brj.v21i2.38211",Dowarabazar,Sunamganj,25.0717,91.5625
